"";"SinS2_contig";"SinS2_start";"SinS2_end";"SinS2_strand"
"ASIC005056";"KI916186";"2787653";"2788687";"-1"
"ASIC005057";"KI916186";"2786522";"2787616";"1"
"ASIC005058";"KI916186";"2784024";"2785344";"-1"
"ASIC005059";"KI916186";"2782613";"2783434";"1"
"ASIC005061";"AXCK02029957";"1095";"1161";"1"
"ASIC005063";"KI916598";"109446";"110679";"1"
"ASIC005064";"KI916598";"110934";"112076";"1"
"ASIC005065";"KI916598";"116995";"117264";"1"
"ASIC005067";"KI916598";"172843";"174432";"1"
"ASIC005068";"KI916186";"2705470";"2707399";"1"
"ASIC005069";"KI916186";"2697128";"2700895";"1"
"ASIC005070";"KI916186";"2696305";"2696893";"-1"
"ASIC005072";"KI916186";"2694673";"2696047";"1"
"ASIC005074";"KI916598";"217522";"219302";"1"
"ASIC005075";"KI916598";"219766";"221223";"-1"
"ASIC005077";"AXCK02021168";"615";"974";"-1"
"ASIC005078";"AXCK02030810";"480";"778";"-1"
"ASIC005081";"KI916186";"2536620";"2538202";"-1"
"ASIC005083";"KI916186";"2533576";"2535209";"-1"
"ASIC005084";"KI916186";"2525069";"2526634";"-1"
"ASIC005085";"KI916186";"2510869";"2511314";"1"
"ASIC005086";"KI916186";"2500058";"2501283";"1"
"ASIC005088";"KI916186";"2482611";"2485380";"-1"
"ASIC005089";"KI916186";"2471146";"2476444";"1"
"ASIC005090";"KI916186";"2457126";"2455729";"-1"
"ASIC005091";"KI916186";"2446919";"2449211";"1"
"ASIC005092";"KI916186";"2441939";"2442299";"-1"
"ASIC005094";"KI916186";"2405846";"2406446";"1"
"ASIC005095";"KI916186";"2402540";"2403559";"-1"
"ASIC005096";"KI916186";"2401201";"2401981";"1"
"ASIC005097";"KI916186";"2365467";"2367319";"-1"
"ASIC005098";"KI916186";"2362712";"2363934";"-1"
"ASIC005099";"KI916186";"2358891";"2361669";"1"
"ASIC005100";"KI916186";"2357411";"2358096";"-1"
"ASIC005101";"KI916186";"2355525";"2356842";"1"
"ASIC005102";"KI916186";"2354396";"2355216";"1"
"ASIC004950";"KI916186";"2345256";"2345618";"1"
"ASIC004951";"KI916186";"2327149";"2331047";"-1"
"ASIC004952";"KI916186";"2322508";"2322979";"-1"
"ASIC004954";"KI916186";"2293475";"2295550";"1"
"ASIC004955";"KI916186";"2283755";"2285314";"-1"
"ASIC004956";"KI916186";"2273701";"2274566";"1"
"ASIC004957";"KI916186";"2264724";"2265443";"1"
"ASIC004959";"KI916186";"2248288";"2248749";"-1"
"ASIC004961";"KI916186";"2247112";"2247468";"1"
"ASIC004962";"KI916186";"2241001";"2242263";"-1"
"ASIC004963";"KI916186";"2232596";"2233374";"1"
"ASIC004964";"KI916186";"2232069";"2232640";"1"
"ASIC004965";"KI916186";"2228032";"2229183";"1"
"ASIC004966";"KI916186";"2225435";"2226303";"1"
"ASIC004967";"KI916186";"2221264";"2221645";"1"
"ASIC004968";"KI916186";"2207489";"2208010";"-1"
"ASIC004970";"KI916186";"2188568";"2190488";"-1"
"ASIC004972";"KI916186";"2187615";"2188111";"-1"
"ASIC004973";"KI916186";"2186693";"2187376";"1"
"ASIC004974";"KI916186";"2180958";"2185823";"1"
"ASIC004975";"KI916186";"2178625";"2179697";"-1"
"ASIC004976";"KI916186";"2176992";"2178349";"-1"
"ASIC004977";"KI916186";"2167924";"2168364";"1"
"ASIC004978";"KI916186";"2164331";"2167979";"1"
"ASIC004979";"KI916186";"2160861";"2163157";"-1"
"ASIC004980";"KI916186";"2157760";"2159813";"1"
"ASIC004981";"KI916186";"2155593";"2156977";"-1"
"ASIC004983";"KI916186";"2152153";"2155209";"-1"
"ASIC004984";"KI916186";"2150790";"2152043";"1"
"ASIC004985";"KI916186";"2147692";"2149789";"1"
"ASIC004986";"KI916186";"2146864";"2147301";"1"
"ASIC004987";"KI916186";"2141831";"2142223";"-1"
"ASIC004988";"KI916186";"2139144";"2140737";"-1"
"ASIC004989";"KI916186";"2138457";"2138927";"-1"
"ASIC004990";"KI916186";"2112824";"2113410";"1"
"ASIC004991";"KI916186";"2112203";"2112538";"-1"
"ASIC004992";"KI916186";"2107276";"2107710";"1"
"ASIC004994";"KI916186";"2105078";"2106122";"1"
"ASIC004995";"KI916186";"2074267";"2074570";"-1"
"ASIC004996";"KI916186";"2072925";"2073244";"-1"
"ASIC004997";"KI916186";"2067800";"2068282";"1"
"ASIC004998";"KI916186";"2059178";"2059513";"-1"
"ASIC004999";"KI916186";"2047312";"2009533";"-1"
"ASIC005000";"KI916186";"1998185";"1999295";"-1"
"ASIC005001";"KI916186";"1971284";"1961409";"-1"
"ASIC005002";"KI916186";"1953593";"1954158";"1"
"ASIC005003";"KI916186";"1948335";"1950732";"1"
"ASIC005005";"KI916186";"1944173";"1947653";"-1"
"ASIC005007";"KI916186";"1934155";"1934932";"-1"
"ASIC005008";"KI916186";"1933435";"1934109";"-1"
"ASIC005009";"KI916186";"1932447";"1933276";"-1"
"ASIC005010";"KI916186";"1930846";"1932190";"-1"
"ASIC005011";"KI916186";"1930511";"1930690";"-1"
"ASIC017451";"AXCK02029504";"1078";"1232";"1"
"ASIC017500";"KI916492";"224848";"225387";"1"
"ASIC017511";"KI916492";"213613";"214578";"1"
"ASIC025245";"KI918349";"591";"781";"1"
"ASIC017522";"KI916492";"190529";"203011";"1"
"ASIC017544";"KI916492";"144852";"145450";"1"
"ASIC017459";"KI916492";"96698";"97053";"1"
"ASIC017460";"KI916492";"90062";"90480";"-1"
"ASIC017461";"KI916492";"82959";"84199";"1"
"ASIC017462";"KI916490";"73292";"73611";"1"
"ASIC017463";"KI916490";"54614";"54937";"-1"
"ASIC017464";"KI916492";"41516";"41923";"1"
"ASIC017465";"KI916490";"127602";"128534";"1"
"ASIC017466";"KI916492";"643";"1285";"1"
"ASIC025292";"KI916490";"175792";"175983";"1"
"ASIC017468";"KI916490";"176245";"176682";"-1"
"ASIC025419";"KI916490";"176843";"176888";"1"
"ASIC025021";"KI916490";"177637";"177830";"1"
"ASIC025018";"KI916490";"177637";"177829";"1"
"ASIC025119";"KI916348";"27152";"27349";"-1"
"ASIC017470";"KI918520";"5838";"6242";"1"
"ASIC025331";"KI918831";"3219";"3411";"1"
"ASIC017471";"KI916348";"107375";"107808";"-1"
"ASIC017472";"KI916348";"117671";"117959";"1"
"ASIC017474";"AXCK02026888";"1";"35";"1"
"ASIC017476";"KI916348";"241792";"242216";"-1"
"ASIC017477";"KI916348";"242199";"242579";"-1"
"ASIC017481";"AXCK02024838";"795";"1238";"-1"
"ASIC017482";"AXCK02028941";"550";"985";"-1"
"ASIC017484";"KI916474";"312642";"313154";"1"
"ASIC017485";"KI916474";"214407";"215203";"-1"
"ASIC017486";"KI916348";"442022";"442342";"1"
"ASIC017487";"AXCK02025003";"920";"1411";"1"
"ASIC017488";"KI916474";"173382";"174080";"1"
"ASIC025139";"AXCK02027537";"1104";"1296";"1"
"ASIC025210";"KI917255";"12069";"12260";"1"
"ASIC017490";"KI917255";"19460";"20377";"-1"
"ASIC017491";"KI916348";"525296";"525843";"1"
"ASIC017494";"KI916348";"586014";"586425";"1"
"ASIC017499";"KI916261";"200255";"201148";"-1"
"ASIC017501";"KI916261";"202733";"205102";"1"
"ASIC017502";"KI916261";"207424";"207816";"1"
"ASIC017503";"KI916261";"210235";"210583";"1"
"ASIC017504";"KI916261";"211818";"212180";"-1"
"ASIC017505";"KI916640";"8152";"8502";"1"
"ASIC017508";"KI916261";"246717";"247096";"-1"
"ASIC017512";"KI916261";"293894";"294983";"1"
"ASIC017513";"KI916261";"294996";"296033";"-1"
"ASIC017516";"KI916261";"353054";"353545";"1"
"ASIC017519";"KI916261";"454942";"455532";"-1"
"ASIC017520";"KI916261";"534936";"535545";"-1"
"ASIC017521";"KI916261";"539323";"541434";"1"
"ASIC017523";"KI916261";"546962";"547393";"1"
"ASIC017524";"KI916261";"558213";"558680";"-1"
"ASIC017525";"AXCK02025980";"1070";"1696";"-1"
"ASIC017526";"KI916261";"566552";"566940";"-1"
"ASIC017527";"KI916261";"640513";"639272";"-1"
"ASIC017528";"KI916261";"662952";"663661";"-1"
"ASIC017529";"KI916261";"671366";"671922";"1"
"ASIC017530";"KI916261";"681666";"682420";"1"
"ASIC017532";"KI916261";"718873";"719392";"-1"
"ASIC017534";"KI916261";"728506";"729462";"-1"
"ASIC017535";"KI916261";"730892";"731725";"1"
"ASIC017536";"KI916261";"731789";"732666";"1"
"ASIC017538";"KI916720";"47466";"48473";"1"
"ASIC017539";"KI916720";"49186";"52383";"-1"
"ASIC017541";"KI916261";"771663";"772819";"1"
"ASIC017542";"AXCK02029255";"1";"199";"1"
"ASIC017545";"KI916735";"139601";"139731";"-1"
"ASIC017549";"KI916720";"141468";"142352";"1"
"ASIC017550";"KI916720";"135737";"136189";"1"
"ASIC017551";"KI916735";"77877";"78149";"-1"
"ASIC017553";"KI916261";"875734";"881453";"1"
"ASIC017453";"KI916735";"44172";"49560";"-1"
"ASIC017454";"KI918405";"6665";"7061";"1"
"ASIC004752";"KI916249";"408910";"411713";"-1"
"ASIC004763";"KI916249";"412426";"413001";"1"
"ASIC004774";"KI916249";"412925";"415200";"-1"
"ASIC004807";"AXCK02019218";"6193";"6682";"-1"
"ASIC004829";"KI916249";"489936";"490560";"-1"
"ASIC004840";"KI916249";"493297";"493748";"-1"
"ASIC004753";"KI916249";"512695";"512988";"-1"
"ASIC025255";"KI916249";"546859";"547057";"-1"
"ASIC004754";"KI916249";"551272";"552934";"-1"
"ASIC004755";"KI916249";"559664";"560745";"-1"
"ASIC004756";"KI916249";"563574";"567501";"1"
"ASIC004758";"KI916249";"570418";"572057";"1"
"ASIC004759";"KI916249";"572138";"572725";"-1"
"ASIC004760";"KI916249";"573132";"574319";"-1"
"ASIC004761";"KI916249";"574717";"591341";"1"
"ASIC004762";"KI916249";"597519";"596619";"-1"
"ASIC004764";"KI916249";"607651";"608074";"-1"
"ASIC004765";"KI916249";"610150";"611484";"1"
"ASIC004766";"KI916249";"618141";"618633";"-1"
"ASIC025260";"KI916249";"620882";"621074";"1"
"ASIC025403";"KI916249";"621249";"621463";"-1"
"ASIC025365";"KI916249";"621662";"621854";"1"
"ASIC025108";"KI916249";"621250";"621439";"-1"
"ASIC025053";"KI916249";"621662";"621854";"1"
"ASIC025235";"KI916249";"622588";"622778";"-1"
"ASIC025058";"KI916249";"626674";"626866";"1"
"ASIC025362";"KI916249";"627594";"627784";"-1"
"ASIC004767";"KI916249";"630844";"631361";"-1"
"ASIC004768";"KI916249";"639756";"640437";"1"
"ASIC004769";"KI916249";"643532";"644122";"1"
"ASIC004771";"KI916249";"653651";"654405";"1"
"ASIC004772";"KI916249";"654856";"655847";"-1"
"ASIC004773";"KI916249";"657142";"669572";"1"
"ASIC004775";"KI916249";"670407";"671418";"-1"
"ASIC004776";"KI916249";"674733";"674678";"-1"
"ASIC004777";"KI916249";"686327";"688911";"1"
"ASIC004778";"KI916249";"689994";"692004";"1"
"ASIC004779";"KI916249";"693441";"694831";"-1"
"ASIC004781";"KI916249";"701055";"702648";"-1"
"ASIC004782";"KI916249";"704052";"707319";"1"
"ASIC004783";"KI916249";"709329";"717262";"1"
"ASIC004784";"KI916249";"717143";"724323";"1"
"ASIC004786";"KI916249";"725921";"725401";"-1"
"ASIC004787";"KI916249";"729326";"731900";"-1"
"ASIC004789";"KI916249";"746304";"750365";"-1"
"ASIC004790";"KI916249";"752366";"753816";"-1"
"ASIC004791";"KI916249";"772649";"761633";"-1"
"ASIC004792";"KI916249";"775204";"780993";"1"
"ASIC004793";"KI916249";"782438";"783976";"1"
"ASIC004794";"KI916249";"785074";"786250";"1"
"ASIC004795";"KI916249";"787666";"788789";"1"
"ASIC004797";"KI916249";"789500";"790474";"-1"
"ASIC004798";"KI916249";"792886";"792807";"-1"
"ASIC004799";"KI916249";"833595";"835556";"1"
"ASIC004800";"KI916249";"841886";"847796";"1"
"ASIC004801";"KI916249";"861363";"861850";"1"
"ASIC004802";"KI916249";"862080";"869134";"-1"
"ASIC004803";"KI916249";"900149";"900484";"-1"
"ASIC004804";"KI916249";"904017";"905058";"1"
"ASIC004805";"KI916249";"905758";"906270";"1"
"ASIC004806";"KI916249";"907895";"908889";"-1"
"ASIC004808";"KI916249";"909525";"910538";"1"
"ASIC004809";"KI916249";"910531";"911574";"-1"
"ASIC004810";"KI916249";"915144";"915143";"-1"
"ASIC004811";"KI916249";"918142";"921253";"-1"
"ASIC004812";"KI916249";"925036";"924573";"-1"
"ASIC004813";"KI916196";"2017093";"2017377";"-1"
"ASIC004816";"KI916196";"1979380";"1980668";"-1"
"ASIC004817";"KI916196";"1977265";"1978375";"1"
"ASIC004820";"KI916196";"1930872";"1933025";"-1"
"ASIC004821";"AXCK02020676";"5173";"6051";"1"
"ASIC004822";"AXCK02020676";"6217";"7281";"-1"
"ASIC004823";"AXCK02020676";"7847";"8652";"-1"
"ASIC004825";"KI916196";"1846839";"1847156";"1"
"ASIC004826";"KI916196";"1843093";"1843585";"-1"
"ASIC004827";"KI916196";"1841518";"1843043";"-1"
"ASIC004828";"KI916196";"1834853";"1835261";"1"
"ASIC004830";"KI916196";"1830182";"1831029";"-1"
"ASIC004831";"KI916196";"1817448";"1817181";"-1"
"ASIC004832";"KI916196";"1810764";"1811091";"1"
"ASIC004833";"KI916196";"1807419";"1807871";"1"
"ASIC004834";"KI916196";"1797474";"1798203";"-1"
"ASIC004835";"KI916196";"1795176";"1795550";"1"
"ASIC004836";"KI916196";"1744919";"1746095";"-1"
"ASIC004837";"KI916196";"1743166";"1744364";"-1"
"ASIC004838";"KI916196";"1734016";"1735763";"-1"
"ASIC004839";"KI916196";"1728574";"1729428";"-1"
"ASIC004841";"KI916196";"1724115";"1726046";"1"
"ASIC004842";"KI916196";"1709719";"1711614";"-1"
"ASIC004843";"KI916196";"1707301";"1709054";"-1"
"ASIC004844";"KI916196";"1706064";"1707131";"1"
"ASIC004845";"KI916196";"1701041";"1705139";"1"
"ASIC004846";"KI916196";"1697899";"1700273";"1"
"ASIC015359";"KI916210";"1440873";"1441371";"-1"
"ASIC015470";"KI916210";"1437983";"1439373";"-1"
"ASIC015581";"KI916210";"1434913";"1435182";"-1"
"ASIC015604";"KI916245";"728852";"729187";"-1"
"ASIC025192";"KI916210";"1399785";"1399980";"-1"
"ASIC015626";"AXCK02025358";"824";"1282";"1"
"ASIC015637";"KI916210";"1340441";"1341934";"-1"
"ASIC015648";"KI916210";"1328348";"1328701";"-1"
"ASIC015659";"KI916245";"647207";"647453";"-1"
"ASIC015360";"KI916245";"635195";"643641";"1"
"ASIC015382";"KI916210";"1286154";"1288475";"1"
"ASIC015404";"KI916245";"598974";"600155";"-1"
"ASIC015426";"KI916210";"1234416";"1234703";"-1"
"ASIC015437";"KI916210";"1227662";"1228018";"-1"
"ASIC015448";"KI916245";"517683";"518472";"-1"
"ASIC015459";"KI916245";"512389";"512388";"-1"
"ASIC015471";"KI916245";"497130";"497549";"-1"
"ASIC015482";"KI916210";"1135641";"1136631";"-1"
"ASIC015493";"KI916210";"1130733";"1131169";"1"
"ASIC025291";"KI916245";"449986";"450180";"-1"
"ASIC015515";"KI916970";"60149";"58563";"-1"
"ASIC015537";"KI916245";"401826";"402860";"1"
"ASIC015548";"KI916245";"398659";"401457";"-1"
"ASIC015559";"KI916245";"397177";"398172";"-1"
"ASIC015570";"KI916245";"394830";"395187";"1"
"ASIC015593";"KI916210";"1046262";"1046906";"-1"
"ASIC015596";"KI916210";"1036849";"1037280";"-1"
"ASIC015597";"KI916245";"356074";"353913";"-1"
"ASIC015598";"KI916245";"352373";"353631";"-1"
"ASIC015600";"KI917768";"3587";"4019";"1"
"ASIC015601";"KI916210";"968268";"970888";"1"
"ASIC025104";"KI916210";"957380";"957569";"-1"
"ASIC015602";"KI916210";"952551";"952908";"-1"
"ASIC015603";"KI916245";"277136";"277462";"-1"
"ASIC025207";"KI916245";"257184";"257333";"-1"
"ASIC025050";"KI916210";"918172";"918608";"1"
"ASIC015605";"KI916210";"914069";"915834";"1"
"ASIC015606";"KI916210";"912262";"913944";"1"
"ASIC025026";"KI916210";"903723";"903920";"-1"
"ASIC025155";"KI916210";"903151";"903189";"-1"
"ASIC025122";"KI917393";"4";"148";"-1"
"ASIC025338";"KI916210";"866325";"866515";"1"
"ASIC025076";"KI916210";"865163";"865306";"1"
"ASIC025423";"KI916210";"850744";"850934";"-1"
"ASIC015609";"KI916935";"68676";"69251";"-1"
"ASIC015611";"KI916245";"143932";"143836";"-1"
"ASIC015613";"KI916210";"749688";"750503";"-1"
"ASIC015614";"KI916210";"743003";"742365";"-1"
"ASIC015616";"KI916245";"105373";"105978";"1"
"ASIC015617";"KI916245";"101055";"101419";"1"
"ASIC015619";"KI916245";"58032";"59057";"-1"
"ASIC015621";"KI917234";"29072";"30494";"1"
"ASIC015623";"KI916210";"562769";"563048";"-1"
"ASIC015624";"AXCK02023202";"2242";"2697";"-1"
"ASIC015625";"KI916210";"532465";"532481";"1"
"ASIC015627";"KI916210";"532014";"532481";"1"
"ASIC015628";"KI916210";"521231";"521815";"1"
"ASIC015629";"KI916210";"514276";"514844";"-1"
"ASIC015630";"KI916210";"494990";"495332";"-1"
"ASIC015632";"KI916896";"79811";"80783";"1"
"ASIC015633";"KI916896";"47941";"48519";"1"
"ASIC015639";"KI916210";"318161";"319697";"1"
"ASIC015641";"KI916749";"41410";"42016";"1"
"ASIC015643";"KI916210";"289780";"290121";"1"
"ASIC015644";"AXCK02023051";"1";"2872";"1"
"ASIC015645";"KI916210";"249236";"249235";"-1"
"ASIC015646";"KI916210";"244104";"247730";"1"
"ASIC015647";"KI916749";"116004";"116573";"-1"
"ASIC015649";"KI916210";"206629";"207177";"-1"
"ASIC015650";"KI916210";"195878";"196293";"1"
"ASIC015652";"AXCK02027802";"1193";"1531";"-1"
"ASIC015653";"KI916210";"161067";"161448";"-1"
"ASIC015654";"KI916438";"44872";"50987";"1"
"ASIC015656";"KI916438";"153958";"154463";"-1"
"ASIC015657";"KI916438";"192170";"193001";"-1"
"ASIC015660";"KI916438";"284523";"285719";"1"
"ASIC015661";"KI916438";"293220";"294497";"1"
"ASIC015662";"KI916438";"303272";"304937";"1"
"ASIC015663";"KI916438";"306426";"307258";"1"
"ASIC015664";"KI916438";"308424";"310138";"1"
"ASIC015666";"KI916438";"364604";"364910";"1"
"ASIC015668";"KI916438";"370683";"371014";"1"
"ASIC015361";"KI916410";"408132";"410092";"-1"
"ASIC015363";"KI916410";"401329";"403461";"1"
"ASIC015364";"KI916781";"56620";"51583";"-1"
"ASIC015365";"KI916438";"409353";"411045";"1"
"ASIC015367";"KI916410";"362485";"363964";"-1"
"ASIC015370";"KI916410";"301697";"302002";"-1"
"ASIC015373";"KI916277";"38850";"39124";"1"
"ASIC015375";"KI916277";"62061";"62372";"-1"
"ASIC015378";"KI916410";"99846";"101557";"1"
"ASIC015380";"AXCK02024078";"810";"2256";"-1"
"ASIC015381";"KI916277";"150132";"152904";"1"
"ASIC025392";"KI916277";"153113";"153322";"-1"
"ASIC015383";"KI916410";"54008";"55825";"1"
"ASIC015384";"KI916410";"52242";"54069";"-1"
"ASIC015385";"KI916277";"191111";"194078";"-1"
"ASIC015388";"KI916277";"237113";"237627";"1"
"ASIC015389";"KI916277";"238863";"239288";"-1"
"ASIC015391";"KI916486";"245878";"248629";"1"
"ASIC015392";"KI916486";"240628";"242260";"-1"
"ASIC015396";"KI916486";"161245";"162735";"-1"
"ASIC015397";"KI916486";"158936";"161210";"1"
"ASIC015398";"KI916486";"157835";"158498";"1"
"ASIC015399";"KI916486";"151657";"152073";"-1"
"ASIC015402";"KI916835";"5705";"7420";"1"
"ASIC015403";"KI916835";"2792";"4612";"-1"
"ASIC015406";"KI916981";"1195";"1772";"1"
"ASIC015407";"KI916981";"4722";"5026";"1"
"ASIC015410";"KI916277";"461332";"462029";"-1"
"ASIC015412";"KI916981";"44221";"44698";"-1"
"ASIC015413";"KI916981";"45034";"45619";"-1"
"ASIC015418";"KI916539";"67057";"67217";"1"
"ASIC015422";"AXCK02027037";"1";"141";"-1"
"ASIC015427";"KI916539";"203724";"204093";"1"
"ASIC015428";"KI916277";"696191";"697216";"1"
"ASIC015432";"KI916277";"749308";"751764";"1"
"ASIC015433";"KI916277";"751883";"754626";"-1"
"ASIC015434";"KI916277";"757669";"758808";"-1"
"ASIC015435";"KI916277";"759635";"760375";"-1"
"ASIC015436";"KI916277";"762062";"770000";"1"
"ASIC015439";"KI917043";"1";"20";"-1"
"ASIC015441";"KI916203";"1072547";"1073549";"-1"
"ASIC015442";"KI916203";"1074460";"1077674";"-1"
"ASIC015445";"KI916555";"39493";"44803";"1"
"ASIC015446";"KI916203";"1106957";"1107702";"1"
"ASIC015447";"KI916203";"1112683";"1113227";"-1"
"ASIC015449";"KI916203";"1116181";"1116455";"-1"
"ASIC025439";"KI916203";"1117977";"1118228";"-1"
"ASIC015450";"KI917938";"6325";"6947";"-1"
"ASIC015451";"KI916555";"87430";"87746";"-1"
"ASIC015452";"KI916203";"1152855";"1161889";"1"
"ASIC015454";"KI916555";"125126";"122906";"-1"
"ASIC015455";"KI916555";"129446";"129445";"-1"
"ASIC015456";"KI916203";"1193996";"1197574";"1"
"ASIC015458";"KI916203";"1246335";"1246742";"1"
"ASIC015460";"KI916203";"1253976";"1255195";"-1"
"ASIC015461";"KI916876";"43159";"43474";"1"
"ASIC015462";"KI916203";"1302512";"1303291";"-1"
"ASIC015464";"KI916203";"1348896";"1349357";"1"
"ASIC015465";"KI916203";"1357128";"1357515";"1"
"ASIC015466";"KI916203";"1366886";"1367854";"-1"
"ASIC015467";"KI916203";"1376802";"1377113";"1"
"ASIC015468";"KI916203";"1380942";"1383059";"-1"
"ASIC015469";"KI916203";"1414087";"1414222";"-1"
"ASIC015472";"KI917224";"29622";"30029";"-1"
"ASIC015473";"KI916203";"1467597";"1479977";"1"
"ASIC015474";"KI916203";"1493026";"1498035";"1"
"ASIC015476";"KI916203";"1501031";"1501976";"1"
"ASIC015477";"KI916203";"1503247";"1504369";"1"
"ASIC015478";"KI916203";"1505473";"1506538";"1"
"ASIC015479";"KI916203";"1507189";"1511235";"-1"
"ASIC025007";"KI916203";"1510215";"1510441";"-1"
"ASIC015480";"KI916434";"9995";"10319";"-1"
"ASIC015483";"KI916203";"1545571";"1550253";"-1"
"ASIC015484";"KI916203";"1551069";"1555953";"1"
"ASIC015485";"AXCK02026964";"1";"1360";"-1"
"ASIC015486";"AXCK02024925";"753";"2669";"-1"
"ASIC015488";"KI916434";"55078";"56910";"-1"
"ASIC015489";"KI916434";"57185";"58088";"-1"
"ASIC015490";"KI916434";"58827";"60458";"-1"
"ASIC015491";"KI916434";"61865";"63062";"1"
"ASIC015492";"KI916434";"65793";"67060";"1"
"ASIC015495";"KI916203";"1604993";"1608499";"-1"
"ASIC025378";"AXCK02026990";"569";"758";"-1"
"ASIC015496";"KI917111";"690";"1040";"1"
"ASIC015497";"KI917111";"1133";"1658";"1"
"ASIC015499";"KI916607";"1535";"5085";"-1"
"ASIC015500";"KI916607";"5733";"5793";"-1"
"ASIC015501";"KI916434";"104488";"105492";"1"
"ASIC015502";"KI916434";"105530";"106404";"-1"
"ASIC015503";"KI916434";"106831";"109286";"1"
"ASIC015505";"KI916434";"109375";"110268";"-1"
"ASIC015506";"KI916434";"110494";"124348";"1"
"ASIC015508";"KI916434";"164817";"166085";"1"
"ASIC015512";"KI916607";"175391";"176746";"-1"
"ASIC015513";"KI916607";"177962";"180037";"1"
"ASIC015516";"KI916434";"318638";"319061";"1"
"ASIC015517";"KI916434";"319457";"320536";"-1"
"ASIC015518";"KI916434";"321320";"321868";"1"
"ASIC015519";"KI916434";"324665";"322543";"-1"
"ASIC015522";"KI917046";"507";"2648";"-1"
"ASIC015523";"KI917046";"3081";"4682";"1"
"ASIC015524";"KI916434";"358236";"360153";"-1"
"ASIC015525";"KI916434";"362288";"374192";"1"
"ASIC015530";"KI916334";"526";"689";"1"
"ASIC015531";"KI916334";"3252";"4013";"1"
"ASIC015533";"KI916334";"19359";"21221";"1"
"ASIC015535";"AXCK02023994";"1734";"2928";"1"
"ASIC015538";"KI916334";"57077";"57387";"1"
"ASIC015539";"KI916334";"58700";"60232";"1"
"ASIC015540";"KI916334";"141876";"142367";"1"
