"";"AsinS2_geneID";"AsinC2_geneID"
"ASIC015561";"ASIS015769";"ASIC015561"
"ASIC015573";"ASIS017725";"ASIC015573"
"ASIC015577";"ASIS014964";"ASIC015577"
"ASIC015579";"ASIS022700";"ASIC015579"
"ASIC0155941";"ASIS013171";"ASIC015594"
"ASIC0155942";"ASIS022651";"ASIC015594"
"ASIC008376";"ASIS001700";"ASIC008376"
"ASIC008387";"ASIS012642";"ASIC008387"
"ASIC008395";"ASIS009890";"ASIC008395"
"ASIC008398";"ASIS007589";"ASIC008398"
"ASIC0083991";"ASIS000781";"ASIC008399"
"ASIC0083992";"ASIS007589";"ASIC008399"
"ASIC008375";"ASIS004948";"ASIC008375"
"ASIC008377";"ASIS019327";"ASIC008377"
"ASIC008378";"ASIS004600";"ASIC008378"
"ASIC008382";"ASIS019976";"ASIC008382"
"ASIC008383";"ASIS002031";"ASIC008383"
"ASIC014450";"ASIS009364";"ASIC014450"
"ASIC014461";"ASIS012813";"ASIC014461"
"ASIC014472";"ASIS001274";"ASIC014472"
"ASIC014483";"ASIS012515";"ASIC014483"
"ASIC014494";"ASIS004420";"ASIC014494"
"ASIC014505";"ASIS020619";"ASIC014505"
"ASIC0145161";"ASIS003427";"ASIC014516"
"ASIC0145162";"ASIS023761";"ASIC014516"
"ASIC014527";"ASIS003427";"ASIC014527"
"ASIC014452";"ASIS021829";"ASIC014452"
"ASIC014453";"ASIS007811";"ASIC014453"
"ASIC0144541";"ASIS007811";"ASIC014454"
"ASIC0144542";"ASIS008769";"ASIC014454"
"ASIC0144551";"ASIS007811";"ASIC014455"
"ASIC0144552";"ASIS008769";"ASIC014455"
"ASIC0144561";"ASIS011954";"ASIC014456"
"ASIC0144562";"ASIS012158";"ASIC014456"
"ASIC0144571";"ASIS011954";"ASIC014457"
"ASIC0144572";"ASIS019964";"ASIC014457"
"ASIC0144601";"ASIS003217";"ASIC014460"
"ASIC0144602";"ASIS004834";"ASIC014460"
"ASIC014464";"ASIS005704";"ASIC014464"
"ASIC014465";"ASIS002077";"ASIC014465"
"ASIC014467";"ASIS016746";"ASIC014467"
"ASIC0144681";"ASIS012329";"ASIC014468"
"ASIC0144682";"ASIS014644";"ASIC014468"
"ASIC0144751";"ASIS004722";"ASIC014475"
"ASIC0144752";"ASIS015714";"ASIC014475"
"ASIC0144771";"ASIS004947";"ASIC014477"
"ASIC0144772";"ASIS016468";"ASIC014477"
"ASIC0144781";"ASIS004947";"ASIC014478"
"ASIC0144782";"ASIS016468";"ASIC014478"
"ASIC014480";"ASIS016030";"ASIC014480"
"ASIC014484";"ASIS022634";"ASIC014484"
"ASIC014485";"ASIS003729";"ASIC014485"
"ASIC0144871";"ASIS004147";"ASIC014487"
"ASIC0144872";"ASIS006479";"ASIC014487"
"ASIC014488";"ASIS015659";"ASIC014488"
"ASIC0144891";"ASIS014616";"ASIC014489"
"ASIC0144892";"ASIS015659";"ASIC014489"
"ASIC0144893";"ASIS019807";"ASIC014489"
"ASIC014490";"ASIS010889";"ASIC014490"
"ASIC0144911";"ASIS002056";"ASIC014491"
"ASIC0144912";"ASIS019459";"ASIC014491"
"ASIC014496";"ASIS023278";"ASIC014496"
"ASIC014497";"ASIS023341";"ASIC014497"
"ASIC014500";"ASIS007555";"ASIC014500"
"ASIC014503";"ASIS004815";"ASIC014503"
"ASIC014504";"ASIS020385";"ASIC014504"
"ASIC014506";"ASIS001727";"ASIC014506"
"ASIC014507";"ASIS001219";"ASIC014507"
"ASIC014508";"ASIS002187";"ASIC014508"
"ASIC014509";"ASIS016024";"ASIC014509"
"ASIC0145181";"ASIS022478";"ASIC014518"
"ASIC0145182";"ASIS023746";"ASIC014518"
"ASIC014521";"ASIS020776";"ASIC014521"
"ASIC014525";"ASIS007777";"ASIC014525"
"ASIC014526";"ASIS013320";"ASIC014526"
"ASIC019271";"ASIS001669";"ASIC019271"
"ASIC019382";"ASIS023728";"ASIC019382"
"ASIC019476";"ASIS020788";"ASIC019476"
"ASIC019487";"ASIS005441";"ASIC019487"
"ASIC019272";"ASIS000917";"ASIC019272"
"ASIC019283";"ASIS000917";"ASIC019283"
"ASIC019294";"ASIS000917";"ASIC019294"
"ASIC019338";"ASIS013072";"ASIC019338"
"ASIC0193491";"ASIS013072";"ASIC019349"
"ASIC0193492";"ASIS020909";"ASIC019349"
"ASIC019371";"ASIS004051";"ASIC019371"
"ASIC019383";"ASIS015609";"ASIC019383"
"ASIC0193941";"ASIS001806";"ASIC019394"
"ASIC0193942";"ASIS008181";"ASIC019394"
"ASIC019405";"ASIS001806";"ASIC019405"
"ASIC0194141";"ASIS010479";"ASIC019414"
"ASIC0194142";"ASIS020615";"ASIC019414"
"ASIC019416";"ASIS011239";"ASIC019416"
"ASIC019418";"ASIS011955";"ASIC019418"
"ASIC019419";"ASIS011955";"ASIC019419"
"ASIC019424";"ASIS016338";"ASIC019424"
"ASIC019425";"ASIS013121";"ASIC019425"
"ASIC019428";"ASIS019939";"ASIC019428"
"ASIC019430";"ASIS023160";"ASIC019430"
"ASIC019431";"ASIS000157";"ASIC019431"
"ASIC019433";"ASIS000157";"ASIC019433"
"ASIC019434";"ASIS017698";"ASIC019434"
"ASIC019436";"ASIS010329";"ASIC019436"
"ASIC0194381";"ASIS010962";"ASIC019438"
"ASIC0194382";"ASIS020224";"ASIC019438"
"ASIC019441";"ASIS015265";"ASIC019441"
"ASIC019452";"ASIS000889";"ASIC019452"
"ASIC0194531";"ASIS013419";"ASIC019453"
"ASIC0194532";"ASIS023937";"ASIC019453"
"ASIC0250381";"ASIS013419";"ASIC025038"
"ASIC0250382";"ASIS023937";"ASIC025038"
"ASIC019455";"ASIS006358";"ASIC019455"
"ASIC019456";"ASIS010964";"ASIC019456"
"ASIC019458";"ASIS024292";"ASIC019458"
"ASIC019460";"ASIS020859";"ASIC019460"
"ASIC0194611";"ASIS007286";"ASIC019461"
"ASIC0194612";"ASIS020031";"ASIC019461"
"ASIC0194621";"ASIS007286";"ASIC019462"
"ASIC0194622";"ASIS020031";"ASIC019462"
"ASIC019463";"ASIS001847";"ASIC019463"
"ASIC019464";"ASIS001847";"ASIC019464"
"ASIC019467";"ASIS016859";"ASIC019467"
"ASIC019468";"ASIS014252";"ASIC019468"
"ASIC019469";"ASIS016521";"ASIC019469"
"ASIC019471";"ASIS001734";"ASIC019471"
"ASIC019472";"ASIS003214";"ASIC019472"
"ASIC019489";"ASIS008215";"ASIC019489"
"ASIC019490";"ASIS005705";"ASIC019490"
"ASIC019491";"ASIS010608";"ASIC019491"
"ASIC019492";"ASIS022084";"ASIC019492"
"ASIC019493";"ASIS022084";"ASIC019493"
"ASIC019494";"ASIS013180";"ASIC019494"
"ASIC019496";"ASIS012872";"ASIC019496"
"ASIC0192751";"ASIS009392";"ASIC019275"
"ASIC0192752";"ASIS022461";"ASIC019275"
"ASIC019276";"ASIS009392";"ASIC019276"
"ASIC0192781";"ASIS002136";"ASIC019278"
"ASIC0192782";"ASIS003735";"ASIC019278"
"ASIC0192801";"ASIS003271";"ASIC019280"
"ASIC0192802";"ASIS006197";"ASIC019280"
"ASIC0192811";"ASIS006197";"ASIC019281"
"ASIC0192812";"ASIS022632";"ASIC019281"
"ASIC019282";"ASIS022632";"ASIC019282"
"ASIC019288";"ASIS022907";"ASIC019288"
"ASIC019289";"ASIS020860";"ASIC019289"
"ASIC019290";"ASIS003298";"ASIC019290"
"ASIC0192911";"ASIS006900";"ASIC019291"
"ASIC0192912";"ASIS013832";"ASIC019291"
"ASIC0192921";"ASIS006900";"ASIC019292"
"ASIC0192922";"ASIS013832";"ASIC019292"
"ASIC019310";"ASIS007779";"ASIC019310"
"ASIC019311";"ASIS005432";"ASIC019311"
"ASIC019312";"ASIS017180";"ASIC019312"
"ASIC019313";"ASIS002730";"ASIC019313"
"ASIC019314";"ASIS004919";"ASIC019314"
"ASIC019317";"ASIS001518";"ASIC019317"
"ASIC019318";"ASIS018374";"ASIC019318"
"ASIC019319";"ASIS002525";"ASIC019319"
"ASIC019320";"ASIS020087";"ASIC019320"
"ASIC019321";"ASIS020939";"ASIC019321"
"ASIC019322";"ASIS023034";"ASIC019322"
"ASIC019323";"ASIS010161";"ASIC019323"
"ASIC0253231";"ASIS010161";"ASIC025323"
"ASIC0253232";"ASIS024236";"ASIC025323"
"ASIC019324";"ASIS010161";"ASIC019324"
"ASIC019326";"ASIS001352";"ASIC019326"
"ASIC025429";"ASIS023926";"ASIC025429"
"ASIC0251701";"ASIS016495";"ASIC025170"
"ASIC0251702";"ASIS024062";"ASIC025170"
"ASIC019330";"ASIS016495";"ASIC019330"
"ASIC025080";"ASIS024285";"ASIC025080"
"ASIC019331";"ASIS018256";"ASIC019331"
"ASIC019333";"ASIS010968";"ASIC019333"
"ASIC019335";"ASIS022151";"ASIC019335"
"ASIC019336";"ASIS022842";"ASIC019336"
"ASIC019337";"ASIS023221";"ASIC019337"
"ASIC0193441";"ASIS003001";"ASIC019344"
"ASIC0193442";"ASIS018780";"ASIC019344"
"ASIC0193451";"ASIS003001";"ASIC019345"
"ASIC0193452";"ASIS018780";"ASIC019345"
"ASIC019346";"ASIS015192";"ASIC019346"
"ASIC019347";"ASIS006462";"ASIC019347"
"ASIC019348";"ASIS009946";"ASIC019348"
"ASIC019350";"ASIS014588";"ASIC019350"
"ASIC019351";"ASIS019796";"ASIC019351"
"ASIC019352";"ASIS022136";"ASIC019352"
"ASIC019353";"ASIS009093";"ASIC019353"
"ASIC019354";"ASIS020107";"ASIC019354"
"ASIC019358";"ASIS007598";"ASIC019358"
"ASIC019361";"ASIS001893";"ASIC019361"
"ASIC019362";"ASIS018315";"ASIC019362"
"ASIC019363";"ASIS003805";"ASIC019363"
"ASIC019365";"ASIS015693";"ASIC019365"
"ASIC0193661";"ASIS002105";"ASIC019366"
"ASIC0193662";"ASIS021833";"ASIC019366"
"ASIC0193681";"ASIS004168";"ASIC019368"
"ASIC0193682";"ASIS005003";"ASIC019368"
"ASIC019369";"ASIS002788";"ASIC019369"
"ASIC019372";"ASIS020545";"ASIC019372"
"ASIC019373";"ASIS018209";"ASIC019373"
"ASIC0193741";"ASIS000895";"ASIC019374"
"ASIC0193742";"ASIS002933";"ASIC019374"
"ASIC019375";"ASIS021823";"ASIC019375"
"ASIC0193781";"ASIS004526";"ASIC019378"
"ASIC0193782";"ASIS022479";"ASIC019378"
"ASIC019379";"ASIS021016";"ASIC019379"
"ASIC0193801";"ASIS015508";"ASIC019380"
"ASIC0193802";"ASIS021016";"ASIC019380"
"ASIC019381";"ASIS015508";"ASIC019381"
"ASIC019385";"ASIS015045";"ASIC019385"
"ASIC019386";"ASIS015045";"ASIC019386"
"ASIC019389";"ASIS007146";"ASIC019389"
"ASIC019390";"ASIS007146";"ASIC019390"
"ASIC0193921";"ASIS008598";"ASIC019392"
"ASIC0193922";"ASIS017967";"ASIC019392"
"ASIC019393";"ASIS001264";"ASIC019393"
"ASIC019395";"ASIS021575";"ASIC019395"
"ASIC019397";"ASIS004064";"ASIC019397"
"ASIC0193981";"ASIS010644";"ASIC019398"
"ASIC0193982";"ASIS015765";"ASIC019398"
"ASIC019399";"ASIS021247";"ASIC019399"
"ASIC019403";"ASIS021452";"ASIC019403"
"ASIC019409";"ASIS023245";"ASIC019409"
"ASIC019412";"ASIS022949";"ASIC019412"
"ASIC017759";"ASIS008866";"ASIC017759"
"ASIC018203";"ASIS009261";"ASIC018203"
"ASIC018314";"ASIS017245";"ASIC018314"
"ASIC018384";"ASIS009790";"ASIC018384"
"ASIC018395";"ASIS003416";"ASIC018395"
"ASIC017760";"ASIS012517";"ASIC017760"
"ASIC017771";"ASIS011133";"ASIC017771"
"ASIC017837";"ASIS001917";"ASIC017837"
"ASIC0253841";"ASIS023838";"ASIC025384"
"ASIC0253842";"ASIS023920";"ASIC025384"
"ASIC0251371";"ASIS023838";"ASIC025137"
"ASIC0251372";"ASIS023920";"ASIC025137"
"ASIC0179591";"ASIS009579";"ASIC017959"
"ASIC0179592";"ASIS016155";"ASIC017959"
"ASIC017993";"ASIS014507";"ASIC017993"
"ASIC018015";"ASIS014204";"ASIC018015"
"ASIC018026";"ASIS009880";"ASIC018026"
"ASIC0180591";"ASIS001265";"ASIC018059"
"ASIC0180592";"ASIS021439";"ASIC018059"
"ASIC0180701";"ASIS004336";"ASIC018070"
"ASIC0180702";"ASIS009921";"ASIC018070"
"ASIC0180703";"ASIS021335";"ASIC018070"
"ASIC018081";"ASIS009921";"ASIC018081"
"ASIC018093";"ASIS009893";"ASIC018093"
"ASIC018148";"ASIS013226";"ASIC018148"
"ASIC018181";"ASIS002749";"ASIC018181"
"ASIC018259";"ASIS013539";"ASIC018259"
"ASIC0183681";"ASIS006017";"ASIC018368"
"ASIC0183682";"ASIS021665";"ASIC018368"
"ASIC018369";"ASIS021665";"ASIC018369"
"ASIC018375";"ASIS002559";"ASIC018375"
"ASIC018376";"ASIS017304";"ASIC018376"
"ASIC018377";"ASIS000094";"ASIC018377"
"ASIC018378";"ASIS004055";"ASIC018378"
"ASIC018379";"ASIS008025";"ASIC018379"
"ASIC018380";"ASIS000096";"ASIC018380"
"ASIC018387";"ASIS008499";"ASIC018387"
"ASIC018388";"ASIS008248";"ASIC018388"
"ASIC018391";"ASIS015653";"ASIC018391"
"ASIC018399";"ASIS010972";"ASIC018399"
"ASIC0184001";"ASIS013763";"ASIC018400"
"ASIC0184002";"ASIS023777";"ASIC018400"
"ASIC018402";"ASIS008925";"ASIC018402"
"ASIC018403";"ASIS001626";"ASIC018403"
"ASIC018404";"ASIS022428";"ASIC018404"
"ASIC017764";"ASIS020492";"ASIC017764"
"ASIC017765";"ASIS016713";"ASIC017765"
"ASIC017766";"ASIS016713";"ASIC017766"
"ASIC017767";"ASIS015401";"ASIC017767"
"ASIC017768";"ASIS019799";"ASIC017768"
"ASIC017769";"ASIS009981";"ASIC017769"
"ASIC017773";"ASIS002682";"ASIC017773"
"ASIC017774";"ASIS008228";"ASIC017774"
"ASIC017775";"ASIS001256";"ASIC017775"
"ASIC017776";"ASIS015822";"ASIC017776"
"ASIC017777";"ASIS016103";"ASIC017777"
"ASIC017781";"ASIS000709";"ASIC017781"
"ASIC017783";"ASIS018200";"ASIC017783"
"ASIC017784";"ASIS004471";"ASIC017784"
"ASIC017786";"ASIS013524";"ASIC017786"
"ASIC017787";"ASIS013524";"ASIC017787"
"ASIC017795";"ASIS015793";"ASIC017795"
"ASIC017796";"ASIS016945";"ASIC017796"
"ASIC017798";"ASIS017106";"ASIC017798"
"ASIC017799";"ASIS021964";"ASIC017799"
"ASIC017800";"ASIS007994";"ASIC017800"
"ASIC017801";"ASIS002425";"ASIC017801"
"ASIC017802";"ASIS008737";"ASIC017802"
"ASIC0178031";"ASIS004045";"ASIC017803"
"ASIC0178032";"ASIS008737";"ASIC017803"
"ASIC017811";"ASIS011827";"ASIC017811"
"ASIC017817";"ASIS014664";"ASIC017817"
"ASIC017818";"ASIS009132";"ASIC017818"
"ASIC017820";"ASIS003700";"ASIC017820"
"ASIC017821";"ASIS012463";"ASIC017821"
"ASIC017822";"ASIS011073";"ASIC017822"
"ASIC017824";"ASIS012588";"ASIC017824"
"ASIC017828";"ASIS012057";"ASIC017828"
"ASIC017830";"ASIS017310";"ASIC017830"
"ASIC017831";"ASIS022858";"ASIC017831"
"ASIC017833";"ASIS022687";"ASIC017833"
"ASIC017836";"ASIS021000";"ASIC017836"
"ASIC017846";"ASIS000933";"ASIC017846"
"ASIC017847";"ASIS016293";"ASIC017847"
"ASIC017853";"ASIS012974";"ASIC017853"
"ASIC017855";"ASIS011009";"ASIC017855"
"ASIC017856";"ASIS016082";"ASIC017856"
"ASIC017858";"ASIS003284";"ASIC017858"
"ASIC0178601";"ASIS003284";"ASIC017860"
"ASIC0178602";"ASIS006428";"ASIC017860"
"ASIC0178611";"ASIS000026";"ASIC017861"
"ASIC0178612";"ASIS002244";"ASIC017861"
"ASIC0178613";"ASIS003284";"ASIC017861"
"ASIC017862";"ASIS000026";"ASIC017862"
"ASIC017863";"ASIS023792";"ASIC017863"
"ASIC017865";"ASIS015501";"ASIC017865"
"ASIC017867";"ASIS021697";"ASIC017867"
"ASIC017873";"ASIS010989";"ASIC017873"
"ASIC017874";"ASIS010171";"ASIC017874"
"ASIC0178751";"ASIS018262";"ASIC017875"
"ASIC0178752";"ASIS023531";"ASIC017875"
"ASIC017876";"ASIS018262";"ASIC017876"
"ASIC017878";"ASIS020139";"ASIC017878"
"ASIC017880";"ASIS000371";"ASIC017880"
"ASIC017881";"ASIS000371";"ASIC017881"
"ASIC017899";"ASIS002349";"ASIC017899"
"ASIC017912";"ASIS003203";"ASIC017912"
"ASIC017914";"ASIS003774";"ASIC017914"
"ASIC017916";"ASIS013730";"ASIC017916"
"ASIC017917";"ASIS005955";"ASIC017917"
"ASIC017918";"ASIS002696";"ASIC017918"
"ASIC017919";"ASIS007702";"ASIC017919"
"ASIC017921";"ASIS003166";"ASIC017921"
"ASIC017922";"ASIS022234";"ASIC017922"
"ASIC017923";"ASIS016168";"ASIC017923"
"ASIC017924";"ASIS008426";"ASIC017924"
"ASIC017925";"ASIS011353";"ASIC017925"
"ASIC017929";"ASIS010152";"ASIC017929"
"ASIC017930";"ASIS018547";"ASIC017930"
"ASIC017933";"ASIS019743";"ASIC017933"
"ASIC017934";"ASIS005862";"ASIC017934"
"ASIC017935";"ASIS023040";"ASIC017935"
"ASIC017940";"ASIS011600";"ASIC017940"
"ASIC0179421";"ASIS013055";"ASIC017942"
"ASIC0179422";"ASIS014796";"ASIC017942"
"ASIC017943";"ASIS015199";"ASIC017943"
"ASIC017944";"ASIS015199";"ASIC017944"
"ASIC017946";"ASIS000020";"ASIC017946"
"ASIC017951";"ASIS022066";"ASIC017951"
"ASIC017956";"ASIS002825";"ASIC017956"
"ASIC017960";"ASIS006964";"ASIC017960"
"ASIC017963";"ASIS021920";"ASIC017963"
"ASIC017964";"ASIS021920";"ASIC017964"
"ASIC017965";"ASIS016966";"ASIC017965"
"ASIC017966";"ASIS016966";"ASIC017966"
"ASIC017967";"ASIS016966";"ASIC017967"
"ASIC0179681";"ASIS013614";"ASIC017968"
"ASIC0179682";"ASIS016966";"ASIC017968"
"ASIC017969";"ASIS008879";"ASIC017969"
"ASIC017971";"ASIS008386";"ASIC017971"
"ASIC017975";"ASIS019667";"ASIC017975"
"ASIC0179761";"ASIS018536";"ASIC017976"
"ASIC0179762";"ASIS019667";"ASIC017976"
"ASIC017977";"ASIS018567";"ASIC017977"
"ASIC017978";"ASIS010634";"ASIC017978"
"ASIC017979";"ASIS017241";"ASIC017979"
"ASIC017980";"ASIS013571";"ASIC017980"
"ASIC017984";"ASIS005916";"ASIC017984"
"ASIC017985";"ASIS005916";"ASIC017985"
"ASIC0179881";"ASIS009145";"ASIC017988"
"ASIC0179882";"ASIS020577";"ASIC017988"
"ASIC017989";"ASIS003590";"ASIC017989"
"ASIC017990";"ASIS006329";"ASIC017990"
"ASIC017991";"ASIS014020";"ASIC017991"
"ASIC017992";"ASIS004533";"ASIC017992"
"ASIC025339";"ASIS024137";"ASIC025339"
"ASIC025017";"ASIS024240";"ASIC025017"
"ASIC017999";"ASIS018273";"ASIC017999"
"ASIC018000";"ASIS018273";"ASIC018000"
"ASIC018002";"ASIS019786";"ASIC018002"
"ASIC018003";"ASIS006317";"ASIC018003"
"ASIC0180061";"ASIS013323";"ASIC018006"
"ASIC0180062";"ASIS013385";"ASIC018006"
"ASIC018010";"ASIS007290";"ASIC018010"
"ASIC018011";"ASIS007290";"ASIC018011"
"ASIC018012";"ASIS019859";"ASIC018012"
"ASIC018013";"ASIS015603";"ASIC018013"
"ASIC018014";"ASIS022579";"ASIC018014"
"ASIC018019";"ASIS003657";"ASIC018019"
"ASIC018020";"ASIS003723";"ASIC018020"
"ASIC018023";"ASIS002164";"ASIC018023"
"ASIC018024";"ASIS002668";"ASIC018024"
"ASIC018025";"ASIS002564";"ASIC018025"
"ASIC018027";"ASIS011685";"ASIC018027"
"ASIC018028";"ASIS008557";"ASIC018028"
"ASIC018035";"ASIS018827";"ASIC018035"
"ASIC018038";"ASIS018827";"ASIC018038"
"ASIC018039";"ASIS018827";"ASIC018039"
"ASIC018040";"ASIS018827";"ASIC018040"
"ASIC018044";"ASIS009383";"ASIC018044"
"ASIC018045";"ASIS021606";"ASIC018045"
"ASIC018046";"ASIS023535";"ASIC018046"
"ASIC018049";"ASIS012381";"ASIC018049"
"ASIC018050";"ASIS012381";"ASIC018050"
"ASIC018051";"ASIS012381";"ASIC018051"
"ASIC018052";"ASIS012381";"ASIC018052"
"ASIC018053";"ASIS001216";"ASIC018053"
"ASIC0180541";"ASIS009034";"ASIC018054"
"ASIC0180542";"ASIS020906";"ASIC018054"
"ASIC018055";"ASIS021098";"ASIC018055"
"ASIC018056";"ASIS021098";"ASIC018056"
"ASIC018064";"ASIS014792";"ASIC018064"
"ASIC018065";"ASIS013815";"ASIC018065"
"ASIC018068";"ASIS006788";"ASIC018068"
"ASIC018069";"ASIS011387";"ASIC018069"
"ASIC018071";"ASIS004088";"ASIC018071"
"ASIC018073";"ASIS001492";"ASIC018073"
"ASIC0180741";"ASIS002043";"ASIC018074"
"ASIC0180742";"ASIS017518";"ASIC018074"
"ASIC018077";"ASIS006984";"ASIC018077"
"ASIC018080";"ASIS002782";"ASIC018080"
"ASIC0180821";"ASIS007399";"ASIC018082"
"ASIC0180822";"ASIS008973";"ASIC018082"
"ASIC0180831";"ASIS007399";"ASIC018083"
"ASIC0180832";"ASIS020702";"ASIC018083"
"ASIC018087";"ASIS008072";"ASIC018087"
"ASIC018088";"ASIS017966";"ASIC018088"
"ASIC018089";"ASIS010987";"ASIC018089"
"ASIC018091";"ASIS000405";"ASIC018091"
"ASIC018100";"ASIS018465";"ASIC018100"
"ASIC018103";"ASIS003246";"ASIC018103"
"ASIC018105";"ASIS007156";"ASIC018105"
"ASIC018106";"ASIS007156";"ASIC018106"
"ASIC0181081";"ASIS017803";"ASIC018108"
"ASIC0181082";"ASIS020240";"ASIC018108"
"ASIC0181091";"ASIS017803";"ASIC018109"
"ASIC0181092";"ASIS020240";"ASIC018109"
"ASIC018110";"ASIS006398";"ASIC018110"
"ASIC018111";"ASIS006398";"ASIC018111"
"ASIC018112";"ASIS005244";"ASIC018112"
"ASIC018113";"ASIS022483";"ASIC018113"
"ASIC018114";"ASIS012242";"ASIC018114"
"ASIC018116";"ASIS006402";"ASIC018116"
"ASIC018123";"ASIS006618";"ASIC018123"
"ASIC018124";"ASIS014205";"ASIC018124"
"ASIC018125";"ASIS007477";"ASIC018125"
"ASIC0181271";"ASIS007477";"ASIC018127"
"ASIC0181272";"ASIS020179";"ASIC018127"
"ASIC018129";"ASIS000791";"ASIC018129"
"ASIC018130";"ASIS002693";"ASIC018130"
"ASIC018131";"ASIS002693";"ASIC018131"
"ASIC018133";"ASIS020759";"ASIC018133"
"ASIC018134";"ASIS003956";"ASIC018134"
"ASIC018135";"ASIS023422";"ASIC018135"
"ASIC0181361";"ASIS010976";"ASIC018136"
"ASIC0181362";"ASIS023422";"ASIC018136"
"ASIC018138";"ASIS022024";"ASIC018138"
"ASIC018142";"ASIS003289";"ASIC018142"
"ASIC018143";"ASIS003289";"ASIC018143"
"ASIC018144";"ASIS004005";"ASIC018144"
"ASIC018145";"ASIS019813";"ASIC018145"
"ASIC018146";"ASIS018072";"ASIC018146"
"ASIC018147";"ASIS018072";"ASIC018147"
"ASIC0181491";"ASIS003857";"ASIC018149"
"ASIC0181492";"ASIS015823";"ASIC018149"
"ASIC0181501";"ASIS003857";"ASIC018150"
"ASIC0181502";"ASIS017732";"ASIC018150"
"ASIC0181503";"ASIS019885";"ASIC018150"
"ASIC018151";"ASIS008947";"ASIC018151"
"ASIC018152";"ASIS008947";"ASIC018152"
"ASIC025348";"ASIS024151";"ASIC025348"
"ASIC0251741";"ASIS024167";"ASIC025174"
"ASIC0251742";"ASIS024223";"ASIC025174"
"ASIC0250001";"ASIS024167";"ASIC025000"
"ASIC0250002";"ASIS024223";"ASIC025000"
"ASIC0181561";"ASIS024080";"ASIC018156"
"ASIC0181562";"ASIS024148";"ASIC018156"
"ASIC025008";"ASIS024148";"ASIC025008"
"ASIC025400";"ASIS024080";"ASIC025400"
"ASIC025094";"ASIS023980";"ASIC025094"
"ASIC025417";"ASIS023890";"ASIC025417"
"ASIC025326";"ASIS024078";"ASIC025326"
"ASIC025396";"ASIS023997";"ASIC025396"
"ASIC025057";"ASIS024114";"ASIC025057"
"ASIC018158";"ASIS018883";"ASIC018158"
"ASIC0181601";"ASIS018883";"ASIC018160"
"ASIC0181602";"ASIS023940";"ASIC018160"
"ASIC0252901";"ASIS018883";"ASIC025290"
"ASIC0252902";"ASIS023940";"ASIC025290"
"ASIC018161";"ASIS004469";"ASIC018161"
"ASIC025152";"ASIS024290";"ASIC025152"
"ASIC018162";"ASIS023395";"ASIC018162"
"ASIC025244";"ASIS024124";"ASIC025244"
"ASIC025329";"ASIS024156";"ASIC025329"
"ASIC0254071";"ASIS023897";"ASIC025407"
"ASIC0254072";"ASIS023970";"ASIC025407"
"ASIC0250961";"ASIS023897";"ASIC025096"
"ASIC0250962";"ASIS023970";"ASIC025096"
"ASIC018169";"ASIS014335";"ASIC018169"
"ASIC018171";"ASIS015661";"ASIC018171"
"ASIC018172";"ASIS020901";"ASIC018172"
"ASIC018173";"ASIS012804";"ASIC018173"
"ASIC018174";"ASIS004988";"ASIC018174"
"ASIC018176";"ASIS019330";"ASIC018176"
"ASIC018177";"ASIS002550";"ASIC018177"
"ASIC018178";"ASIS018953";"ASIC018178"
"ASIC018180";"ASIS007792";"ASIC018180"
"ASIC018183";"ASIS010846";"ASIC018183"
"ASIC018184";"ASIS000937";"ASIC018184"
"ASIC0181851";"ASIS005691";"ASIC018185"
"ASIC0181852";"ASIS009213";"ASIC018185"
"ASIC018186";"ASIS005691";"ASIC018186"
"ASIC018187";"ASIS005116";"ASIC018187"
"ASIC018188";"ASIS005116";"ASIC018188"
"ASIC018189";"ASIS002368";"ASIC018189"
"ASIC018190";"ASIS013135";"ASIC018190"
"ASIC0181931";"ASIS003724";"ASIC018193"
"ASIC0181932";"ASIS023020";"ASIC018193"
"ASIC018194";"ASIS019480";"ASIC018194"
"ASIC018195";"ASIS018040";"ASIC018195"
"ASIC018196";"ASIS010323";"ASIC018196"
"ASIC018197";"ASIS010323";"ASIC018197"
"ASIC0181981";"ASIS010323";"ASIC018198"
"ASIC0181982";"ASIS012378";"ASIC018198"
"ASIC018199";"ASIS010323";"ASIC018199"
"ASIC018205";"ASIS005431";"ASIC018205"
"ASIC018211";"ASIS021078";"ASIC018211"
"ASIC018212";"ASIS001341";"ASIC018212"
"ASIC018213";"ASIS001341";"ASIC018213"
"ASIC018214";"ASIS018180";"ASIC018214"
"ASIC018217";"ASIS005628";"ASIC018217"
"ASIC0182181";"ASIS013127";"ASIC018218"
"ASIC0182182";"ASIS023445";"ASIC018218"
"ASIC018219";"ASIS023445";"ASIC018219"
"ASIC018224";"ASIS018961";"ASIC018224"
"ASIC018225";"ASIS000630";"ASIC018225"
"ASIC018227";"ASIS001830";"ASIC018227"
"ASIC018228";"ASIS005795";"ASIC018228"
"ASIC0182291";"ASIS001723";"ASIC018229"
"ASIC0182292";"ASIS018811";"ASIC018229"
"ASIC018230";"ASIS012612";"ASIC018230"
"ASIC018231";"ASIS011863";"ASIC018231"
"ASIC018232";"ASIS011863";"ASIC018232"
"ASIC018234";"ASIS021469";"ASIC018234"
"ASIC018235";"ASIS021469";"ASIC018235"
"ASIC018236";"ASIS009747";"ASIC018236"
"ASIC018238";"ASIS007965";"ASIC018238"
"ASIC018239";"ASIS021516";"ASIC018239"
